date,state,county,bias_motivation,source,incident_id,offense_type,victim_type,bias_motivation_cleaned,incidents_corrected,city,description,latitude,longitude,verified,adl_category,raw_data,borough,collection_date,incident_count,state_name,data_type,month_year,antisemitic_indicators,classification_reasons,estimated_antisemitic,fbi_data_type,collection_method,original_total_2022_2023,seasonal_multiplier,source_file,last_updated,state_code,data_quality
01/01/2022,MI,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,25.0,,FBI anti-Jewish hate crime estimate for Michigan,,,True,,,,2025-06-19T05:26:51.025319,25.0,Michigan,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,986.0,0.7627118644067796,,,,
01/01/2022,OH,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,33.0,,FBI anti-Jewish hate crime estimate for Ohio,,,True,,,,2025-06-19T05:26:51.025102,33.0,Ohio,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1067.0,0.7627118644067796,,,,
01/01/2022,TX,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,45.0,,FBI anti-Jewish hate crime estimate for Texas,,,True,,,,2025-06-19T05:26:51.024858,45.0,Texas,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1239.0,0.7627118644067796,,,,
01/01/2022,MA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,41.0,,FBI anti-Jewish hate crime estimate for Massachusetts,,,True,,,,2025-06-19T05:26:51.024642,41.0,Massachusetts,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1341.0,0.7627118644067796,,,,
01/01/2022,WA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,44.0,,FBI anti-Jewish hate crime estimate for Washington,,,True,,,,2025-06-19T05:26:51.024420,44.0,Washington,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1496.0,0.7627118644067796,,,,
01/01/2022,NY,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,70.0,,FBI anti-Jewish hate crime estimate for New York,,,True,,,,2025-06-19T05:26:51.024182,70.0,New York,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2145.0,0.7627118644067796,,,,
01/01/2022,NJ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,78.0,,FBI anti-Jewish hate crime estimate for New Jersey,,,True,,,,2025-06-19T05:26:51.023916,78.0,New Jersey,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2971.0,0.7627118644067796,,,,
01/01/2022,OR,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,28.0,,FBI anti-Jewish hate crime estimate for Oregon,,,True,,,,2025-06-19T05:26:51.025762,28.0,Oregon,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,793.0,0.7627118644067796,,,,
01/01/2022,CT,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,7.0,,FBI anti-Jewish hate crime estimate for Connecticut,,,True,,,,2025-06-19T05:26:51.028033,7.0,Connecticut,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,242.0,0.7627118644067796,,,,
01/01/2022,CA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,164.0,,FBI anti-Jewish hate crime estimate for California,,,True,,,,2025-06-19T05:26:51.023653,164.0,California,monthly_estimated_from_bias_total,01-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,4740.0,0.7627118644067796,,,,
02/01/2022,CA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,114.0,,FBI anti-Jewish hate crime estimate for California,,,True,,,,2025-06-19T05:26:51.023668,114.0,California,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,4740.0,0.7118644067796609,,,,
02/01/2022,CT,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,6.0,,FBI anti-Jewish hate crime estimate for Connecticut,,,True,,,,2025-06-19T05:26:51.028040,6.0,Connecticut,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,242.0,0.7118644067796609,,,,
02/01/2022,DC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,13.0,,FBI anti-Jewish hate crime estimate for District of Columbia,,,True,,,,2025-06-19T05:26:51.027799,13.0,District of Columbia,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,384.0,0.7118644067796609,,,,
02/01/2022,TX,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,38.0,,FBI anti-Jewish hate crime estimate for Texas,,,True,,,,2025-06-19T05:26:51.024864,38.0,Texas,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1239.0,0.7118644067796609,,,,
02/01/2022,GA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,12.0,,FBI anti-Jewish hate crime estimate for Georgia,,,True,,,,2025-06-19T05:26:51.027578,12.0,Georgia,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,388.0,0.7118644067796609,,,,
02/01/2022,MI,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,35.0,,FBI anti-Jewish hate crime estimate for Michigan,,,True,,,,2025-06-19T05:26:51.025326,35.0,Michigan,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,986.0,0.7118644067796609,,,,
02/01/2022,AZ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,21.0,,FBI anti-Jewish hate crime estimate for Arizona,,,True,,,,2025-06-19T05:26:51.027348,21.0,Arizona,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,545.0,0.7118644067796609,,,,
02/01/2022,MA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,52.0,,FBI anti-Jewish hate crime estimate for Massachusetts,,,True,,,,2025-06-19T05:26:51.024648,52.0,Massachusetts,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1341.0,0.7118644067796609,,,,
02/01/2022,VA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,14.0,,FBI anti-Jewish hate crime estimate for Virginia,,,True,,,,2025-06-19T05:26:51.027125,14.0,Virginia,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,571.0,0.7118644067796609,,,,
02/01/2022,WA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,42.0,,FBI anti-Jewish hate crime estimate for Washington,,,True,,,,2025-06-19T05:26:51.024426,42.0,Washington,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1496.0,0.7118644067796609,,,,
02/01/2022,FL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,21.0,,FBI anti-Jewish hate crime estimate for Florida,,,True,,,,2025-06-19T05:26:51.026882,21.0,Florida,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,625.0,0.7118644067796609,,,,
02/01/2022,IL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,22.0,,FBI anti-Jewish hate crime estimate for Illinois,,,True,,,,2025-06-19T05:26:51.025548,22.0,Illinois,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,813.0,0.7118644067796609,,,,
02/01/2022,PA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,20.0,,FBI anti-Jewish hate crime estimate for Pennsylvania,,,True,,,,2025-06-19T05:26:51.026667,20.0,Pennsylvania,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,700.0,0.7118644067796609,,,,
02/01/2022,NY,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,62.0,,FBI anti-Jewish hate crime estimate for New York,,,True,,,,2025-06-19T05:26:51.024188,62.0,New York,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2145.0,0.7118644067796609,,,,
02/01/2022,MD,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,21.0,,FBI anti-Jewish hate crime estimate for Maryland,,,True,,,,2025-06-19T05:26:51.026452,21.0,Maryland,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,711.0,0.7118644067796609,,,,
02/01/2022,NJ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,86.0,,FBI anti-Jewish hate crime estimate for New Jersey,,,True,,,,2025-06-19T05:26:51.023922,86.0,New Jersey,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2971.0,0.7118644067796609,,,,
02/01/2022,CO,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,19.0,,FBI anti-Jewish hate crime estimate for Colorado,,,True,,,,2025-06-19T05:26:51.026234,19.0,Colorado,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,760.0,0.7118644067796609,,,,
02/01/2022,OR,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,20.0,,FBI anti-Jewish hate crime estimate for Oregon,,,True,,,,2025-06-19T05:26:51.025767,20.0,Oregon,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,793.0,0.7118644067796609,,,,
02/01/2022,NC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,21.0,,FBI anti-Jewish hate crime estimate for North Carolina,,,True,,,,2025-06-19T05:26:51.026014,21.0,North Carolina,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,786.0,0.7118644067796609,,,,
02/01/2022,OH,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,40.0,,FBI anti-Jewish hate crime estimate for Ohio,,,True,,,,2025-06-19T05:26:51.025108,40.0,Ohio,monthly_estimated_from_bias_total,02-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1067.0,0.7118644067796609,,,,
03/01/2022,VA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,17.0,,FBI anti-Jewish hate crime estimate for Virginia,,,True,,,,2025-06-19T05:26:51.027130,17.0,Virginia,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,571.0,0.8135593220338982,,,,
03/01/2022,GA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,12.0,,FBI anti-Jewish hate crime estimate for Georgia,,,True,,,,2025-06-19T05:26:51.027585,12.0,Georgia,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,388.0,0.8135593220338982,,,,
03/01/2022,DC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,14.0,,FBI anti-Jewish hate crime estimate for District of Columbia,,,True,,,,2025-06-19T05:26:51.027804,14.0,District of Columbia,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,384.0,0.8135593220338982,,,,
03/01/2022,AZ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,19.0,,FBI anti-Jewish hate crime estimate for Arizona,,,True,,,,2025-06-19T05:26:51.027353,19.0,Arizona,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,545.0,0.8135593220338982,,,,
03/01/2022,TX,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,49.0,,FBI anti-Jewish hate crime estimate for Texas,,,True,,,,2025-06-19T05:26:51.024869,49.0,Texas,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1239.0,0.8135593220338982,,,,
03/01/2022,PA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,24.0,,FBI anti-Jewish hate crime estimate for Pennsylvania,,,True,,,,2025-06-19T05:26:51.026672,24.0,Pennsylvania,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,700.0,0.8135593220338982,,,,
03/01/2022,OH,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,36.0,,FBI anti-Jewish hate crime estimate for Ohio,,,True,,,,2025-06-19T05:26:51.025113,36.0,Ohio,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1067.0,0.8135593220338982,,,,
03/01/2022,MD,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,22.0,,FBI anti-Jewish hate crime estimate for Maryland,,,True,,,,2025-06-19T05:26:51.026458,22.0,Maryland,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,711.0,0.8135593220338982,,,,
03/01/2022,CO,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,27.0,,FBI anti-Jewish hate crime estimate for Colorado,,,True,,,,2025-06-19T05:26:51.026240,27.0,Colorado,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,760.0,0.8135593220338982,,,,
03/01/2022,NC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,32.0,,FBI anti-Jewish hate crime estimate for North Carolina,,,True,,,,2025-06-19T05:26:51.026019,32.0,North Carolina,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,786.0,0.8135593220338982,,,,
03/01/2022,OR,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,32.0,,FBI anti-Jewish hate crime estimate for Oregon,,,True,,,,2025-06-19T05:26:51.025773,32.0,Oregon,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,793.0,0.8135593220338982,,,,
03/01/2022,NJ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,128.0,,FBI anti-Jewish hate crime estimate for New Jersey,,,True,,,,2025-06-19T05:26:51.023928,128.0,New Jersey,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2971.0,0.8135593220338982,,,,
03/01/2022,IL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,19.0,,FBI anti-Jewish hate crime estimate for Illinois,,,True,,,,2025-06-19T05:26:51.025554,19.0,Illinois,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,813.0,0.8135593220338982,,,,
03/01/2022,NY,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,72.0,,FBI anti-Jewish hate crime estimate for New York,,,True,,,,2025-06-19T05:26:51.024195,72.0,New York,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2145.0,0.8135593220338982,,,,
03/01/2022,WA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,57.0,,FBI anti-Jewish hate crime estimate for Washington,,,True,,,,2025-06-19T05:26:51.024432,57.0,Washington,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1496.0,0.8135593220338982,,,,
03/01/2022,MI,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,35.0,,FBI anti-Jewish hate crime estimate for Michigan,,,True,,,,2025-06-19T05:26:51.025333,35.0,Michigan,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,986.0,0.8135593220338982,,,,
03/01/2022,MA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,47.0,,FBI anti-Jewish hate crime estimate for Massachusetts,,,True,,,,2025-06-19T05:26:51.024653,47.0,Massachusetts,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1341.0,0.8135593220338982,,,,
03/01/2022,FL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,14.0,,FBI anti-Jewish hate crime estimate for Florida,,,True,,,,2025-06-19T05:26:51.026887,14.0,Florida,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,625.0,0.8135593220338982,,,,
03/01/2022,CT,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,6.0,,FBI anti-Jewish hate crime estimate for Connecticut,,,True,,,,2025-06-19T05:26:51.028045,6.0,Connecticut,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,242.0,0.8135593220338982,,,,
03/01/2022,CA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,150.0,,FBI anti-Jewish hate crime estimate for California,,,True,,,,2025-06-19T05:26:51.023675,150.0,California,monthly_estimated_from_bias_total,03-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,4740.0,0.8135593220338982,,,,
04/01/2022,OR,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,24.0,,FBI anti-Jewish hate crime estimate for Oregon,,,True,,,,2025-06-19T05:26:51.025779,24.0,Oregon,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,793.0,0.8644067796610169,,,,
04/01/2022,NJ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,98.0,,FBI anti-Jewish hate crime estimate for New Jersey,,,True,,,,2025-06-19T05:26:51.023933,98.0,New Jersey,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2971.0,0.8644067796610169,,,,
04/01/2022,AZ,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,24.0,,FBI anti-Jewish hate crime estimate for Arizona,,,True,,,,2025-06-19T05:26:51.027358,24.0,Arizona,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,545.0,0.8644067796610169,,,,
04/01/2022,CA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,174.0,,FBI anti-Jewish hate crime estimate for California,,,True,,,,2025-06-19T05:26:51.023680,174.0,California,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,4740.0,0.8644067796610169,,,,
04/01/2022,WA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,54.0,,FBI anti-Jewish hate crime estimate for Washington,,,True,,,,2025-06-19T05:26:51.024437,54.0,Washington,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1496.0,0.8644067796610169,,,,
04/01/2022,DC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,16.0,,FBI anti-Jewish hate crime estimate for District of Columbia,,,True,,,,2025-06-19T05:26:51.027809,16.0,District of Columbia,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,384.0,0.8644067796610169,,,,
04/01/2022,CO,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,32.0,,FBI anti-Jewish hate crime estimate for Colorado,,,True,,,,2025-06-19T05:26:51.026245,32.0,Colorado,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,760.0,0.8644067796610169,,,,
04/01/2022,MI,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,35.0,,FBI anti-Jewish hate crime estimate for Michigan,,,True,,,,2025-06-19T05:26:51.025339,35.0,Michigan,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,986.0,0.8644067796610169,,,,
04/01/2022,MA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,37.0,,FBI anti-Jewish hate crime estimate for Massachusetts,,,True,,,,2025-06-19T05:26:51.024658,37.0,Massachusetts,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1341.0,0.8644067796610169,,,,
04/01/2022,MD,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,26.0,,FBI anti-Jewish hate crime estimate for Maryland,,,True,,,,2025-06-19T05:26:51.026463,26.0,Maryland,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,711.0,0.8644067796610169,,,,
04/01/2022,NY,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,62.0,,FBI anti-Jewish hate crime estimate for New York,,,True,,,,2025-06-19T05:26:51.024201,62.0,New York,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,2145.0,0.8644067796610169,,,,
04/01/2022,NC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,33.0,,FBI anti-Jewish hate crime estimate for North Carolina,,,True,,,,2025-06-19T05:26:51.026024,33.0,North Carolina,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,786.0,0.8644067796610169,,,,
04/01/2022,GA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,15.0,,FBI anti-Jewish hate crime estimate for Georgia,,,True,,,,2025-06-19T05:26:51.027590,15.0,Georgia,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,388.0,0.8644067796610169,,,,
04/01/2022,TX,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,36.0,,FBI anti-Jewish hate crime estimate for Texas,,,True,,,,2025-06-19T05:26:51.024874,36.0,Texas,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1239.0,0.8644067796610169,,,,
04/01/2022,FL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,24.0,,FBI anti-Jewish hate crime estimate for Florida,,,True,,,,2025-06-19T05:26:51.026892,24.0,Florida,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,625.0,0.8644067796610169,,,,
04/01/2022,VA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,17.0,,FBI anti-Jewish hate crime estimate for Virginia,,,True,,,,2025-06-19T05:26:51.027135,17.0,Virginia,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,571.0,0.8644067796610169,,,,
04/01/2022,OH,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,40.0,,FBI anti-Jewish hate crime estimate for Ohio,,,True,,,,2025-06-19T05:26:51.025118,40.0,Ohio,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,1067.0,0.8644067796610169,,,,
04/01/2022,CT,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,9.0,,FBI anti-Jewish hate crime estimate for Connecticut,,,True,,,,2025-06-19T05:26:51.028050,9.0,Connecticut,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,242.0,0.8644067796610169,,,,
04/01/2022,IL,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,29.0,,FBI anti-Jewish hate crime estimate for Illinois,,,True,,,,2025-06-19T05:26:51.025559,29.0,Illinois,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,813.0,0.8644067796610169,,,,
04/01/2022,PA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,25.0,,FBI anti-Jewish hate crime estimate for Pennsylvania,,,True,,,,2025-06-19T05:26:51.026677,25.0,Pennsylvania,monthly_estimated_from_bias_total,04-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,700.0,0.8644067796610169,,,,
05/01/2022,DC,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,17.0,,FBI anti-Jewish hate crime estimate for District of Columbia,,,True,,,,2025-06-19T05:26:51.027814,17.0,District of Columbia,monthly_estimated_from_bias_total,05-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,384.0,0.9152542372881356,,,,
05/01/2022,GA,,ANTI-JEWISH,FBI,,,,ANTI-JEWISH,14.0,,FBI anti-Jewish hate crime estimate for Georgia,,,True,,,,2025-06-19T05:26:51.027595,14.0,Georgia,monthly_estimated_from_bias_total,05-2022,,,,,API_BIAS_TOTAL_DISTRIBUTED,388.0,0.9152542372881356,,,,
